ionizable_ratio,helper_ratio,sterol_ratio,peg_ratio,particle_size_nm,encapsulation_efficiency,ionizable_4A3-SC8,ionizable_A2-Iso5-2DC18,ionizable_ALC-0315,ionizable_AX4,ionizable_C12-200,ionizable_Custom lipid,ionizable_DLin-KC2-DMA,ionizable_DLin-MC3-DMA,ionizable_DLinDMA,ionizable_DODAP,ionizable_DOTAP,ionizable_DOTMA,ionizable_L202,ionizable_OF-02,ionizable_Other,ionizable_SM-102
45.0,20.0,34.0,1.0,81.65,91.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45.0,20.0,34.0,1.0,93.4,93.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45.0,20.0,34.0,1.0,87.39,90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45.0,20.0,34.0,1.0,87.48,90.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
45.0,20.0,34.0,1.0,62.6,78.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,35.0,5.0,52.0,79.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,39.5,0.5,216.0,95.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,70.0,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,70.0,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,57.5,90.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,52.0,90.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,58.0,85.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,80.0,95.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,160.0,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.0,2.0,199.0,82.64,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.0,2.0,95.8,94.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.0,2.0,85.2,99.43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.0,2.0,175.0,65.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,10.0,38.0,2.0,90.6,91.95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,10.0,38.0,2.0,90.1,98.94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,89.3,94.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50.0,38.5,10.0,1.5,89.1,75.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50.0,38.5,10.0,1.5,93.2,63.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,102.4,81.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,84.5,94.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,93.4,63.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,91.3,78.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,88.1,90.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,84.3,94.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,52.8,100.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,96.7,51.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,69.7,99.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,94.2,97.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,98.8,78.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,53.4,98.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,75.4,99.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,59.9,98.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,109.0,98.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,94.8,96.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,60.9,98.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,69.3,100.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,123.9,75.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,102.2,93.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,84.4,89.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,78.1,77.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,77.1,95.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,63.4,83.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,98.8,93.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,67.0,90.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,73.2,97.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,83.2,96.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,98.7,98.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,96.3,97.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,60.4,99.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,92.0,97.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,104.4,95.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,75.8,95.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,57.6,83.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,89.4,99.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,38.5,10.0,1.5,65.9,99.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38.5,30.0,30.0,1.5,95.0,93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,30.0,30.0,1.5,102.0,65.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,30.0,30.0,1.5,133.0,88.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,30.0,30.0,1.5,167.0,84.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,30.0,30.0,1.5,85.0,82.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,30.0,30.0,1.5,115.0,72.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,30.0,30.0,1.5,147.0,48.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,30.0,30.0,1.5,126.0,67.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,30.0,30.0,1.5,130.0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,30.0,30.0,1.5,135.0,68.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,30.0,30.0,1.5,122.0,69.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,30.0,30.0,1.5,128.0,57.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38.5,30.0,30.0,1.5,232.0,78.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,120.5,94.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.5,38.5,1.5,120.5,94.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,113.0,95.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,189.5,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,151.3,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,101.7,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,173.8,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,103.2,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,211.9,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,156.7,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,47.0,3.0,98.4,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,107.2,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,212.1,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,132.2,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,104.6,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,116.9,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,114.7,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,147.7,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,47.0,3.0,114.7,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,195.8,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,115.6,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40.0,10.0,49.0,1.0,120.0,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26.5,20.0,52.0,1.0,97.0,88.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26.5,20.0,51.5,1.5,68.0,90.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26.5,20.0,50.5,3.0,58.0,80.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,46.5,16.0,2.5,92.3,88.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,46.5,16.0,2.5,64.6,96.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,46.5,16.0,2.5,92.9,97.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,46.5,16.0,2.5,96.5,84.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,46.5,16.0,2.5,135.2,87.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,46.5,16.0,2.5,102.8,89.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,46.5,16.0,2.5,116.0,81.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,46.5,16.0,2.5,115.5,86.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,46.5,16.0,2.5,82.5,86.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,46.5,16.0,2.5,85.8,96.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,46.5,16.0,2.5,94.1,95.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,46.5,16.0,2.5,118.6,96.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,46.5,16.0,2.5,105.4,74.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,46.5,16.0,2.5,102.3,92.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,86.7,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,16.0,46.5,2.5,85.0,75.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,99.5,72.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,80.0,95.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,90.0,92.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,85.0,90.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,95.0,88.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,100.0,85.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,96.0,84.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,96.0,84.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
50.0,10.0,38.5,1.5,86.5,72.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,86.5,72.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,86.5,72.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,86.5,72.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,86.5,72.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.0,4.0,53.5,2.5,82.4,67.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60.0,10.0,29.5,0.5,90.77,33.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,28.0,28.5,3.5,78.53,48.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,28.0,29.5,2.5,81.49,92.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,22.0,35.0,3.0,74.42,95.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,22.0,40.0,3.0,82.03,90.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,22.0,39.5,3.5,79.23,49.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.0,16.0,51.0,3.0,83.25,91.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.0,16.0,51.5,2.5,81.4,92.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,16.0,42.5,1.5,75.58,89.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,83.55,89.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,88.09,88.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,83.36,87.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,77.32,76.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,84.71,88.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,80.85,86.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94.0,2.5,2.5,1.0,190.0,40.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
79.0,10.0,10.0,1.0,175.0,75.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59.0,20.0,20.0,1.0,125.0,78.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
39.0,30.0,30.0,1.0,78.0,80.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19.0,40.0,40.0,1.0,65.0,79.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45.0,10.0,42.5,2.5,87.6,45.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,25.0,37.5,2.5,99.9,61.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,16.0,32.5,1.5,76.9,55.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,16.0,31.1,2.9,101.0,60.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,16.0,32.5,1.5,259.6,25.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,7.0,57.5,0.5,115.9,64.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.0,7.0,27.5,0.5,137.9,57.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.0,25.0,7.5,2.5,167.9,22.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,16.0,32.5,1.5,122.4,96.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,16.0,32.5,1.5,95.9,59.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71.2,16.0,11.3,1.5,72.3,56.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,16.0,32.5,1.5,94.0,68.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28.8,16.0,53.7,1.5,84.9,64.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.0,7.0,25.5,2.5,127.8,57.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,16.0,32.5,1.5,84.9,57.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,7.0,55.5,2.5,108.7,65.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,3.3,45.2,1.5,94.9,21.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,16.0,32.5,1.5,91.8,70.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,25.0,39.5,0.5,129.4,53.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,28.7,19.8,1.5,83.2,41.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65.0,25.0,9.5,0.5,110.7,98.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,16.0,33.9,0.1,154.9,9.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,102.5,60.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,25.0,23.5,1.5,119.8,79.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,102.5,60.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,110.6,50.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,25.0,37.5,2.5,105.5,60.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,28.0,34.5,2.5,108.6,45.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,20.0,42.5,2.5,112.5,54.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50.0,10.0,37.5,2.5,94.8,75.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,16.0,36.5,2.5,115.6,76.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45.0,10.0,42.5,2.5,87.6,45.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,47.5,1.5,140.6,55.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.2,2.8,88.6,65.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,149.2,31.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,161.6,89.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,166.6,93.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,173.9,89.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,160.0,89.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,163.2,84.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,138.9,88.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,139.5,86.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,118.5,82.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,180.7,69.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,190.7,64.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,93.8,96.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,179.4,91.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,140.4,90.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,73.1,97.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,86.2,97.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50.0,10.0,38.5,1.5,66.8,97.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,130.1,95.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,85.8,95.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50.0,10.0,38.5,1.5,91.9,97.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,69.6,98.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,85.6,97.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,111.0,98.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,93.0,98.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,93.0,98.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,96.0,99.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,85.0,98.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,71.0,99.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,84.0,98.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,68.0,99.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,60.0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,16.0,46.5,2.5,59.0,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,16.0,46.5,2.5,64.0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,16.0,46.5,2.5,59.0,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,16.0,46.5,2.5,61.0,98.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,16.0,46.5,2.5,70.0,99.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50.0,10.0,38.5,1.0,76.17,97.58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.0,74.44,96.59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.0,66.45,95.93,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.0,69.99,94.89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,75.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,16.0,46.5,2.5,75.0,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,16.0,46.5,2.5,83.0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35.0,16.0,46.5,2.5,92.0,74.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,78.0,81.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35.0,16.0,46.5,2.5,122.0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35.0,16.0,46.5,2.5,75.0,76.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,152.0,24.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60.0,4.0,33.5,2.5,111.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,16.0,42.5,1.5,122.0,56.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60.0,4.0,34.5,1.5,169.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60.0,10.0,29.5,0.5,275.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,4.0,55.5,0.5,352.0,18.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,4.0,53.5,2.5,149.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,10.0,47.5,2.5,79.0,46.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60.0,16.0,23.5,0.5,149.0,43.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,16.0,43.5,0.5,368.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
50.0,10.0,38.5,1.5,173.0,10.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.0,22.0,45.5,2.5,95.0,59.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,22.0,35.0,3.0,117.0,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,28.0,29.5,2.5,113.0,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.0,22.0,35.5,2.5,88.0,55.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35.0,28.0,34.0,3.0,89.0,46.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
